,tree_idx,sen,treebank,deprel_order,sent_id,core_args,head_Number,head_Person,head_Tense,head_VerbForm,head_child-deprel_advcl,head_child-deprel_advmod,head_child-deprel_amod,head_child-deprel_aux,head_child-deprel_cc,head_child-deprel_compound:prt,head_child-deprel_conj,head_child-deprel_expl:pv,head_child-deprel_mark,head_child-deprel_obj,head_child-deprel_obl,head_child-deprel_obl:arg,head_child-deprel_punct,head_child-deprel_xcomp,head_child-feat_advcl_VerbForm,head_child-feat_advmod_PronType,head_child-feat_aux_Number,head_child-feat_aux_Person,head_child-feat_aux_Tense,head_child-feat_obj_Case,head_child-feat_obj_Gender,head_child-feat_obj_Number,head_child-feat_obj_PronType,head_child-feat_obl:arg_Gender,head_child-feat_obl_Case,head_child-feat_obl_Gender,head_child-feat_obl_Number,head_child-lemma_advcl,head_child-lemma_advmod,head_child-lemma_amod,head_child-lemma_aux,head_child-lemma_cc,head_child-lemma_compound:prt,head_child-lemma_conj,head_child-lemma_expl:pv,head_child-lemma_mark,head_child-lemma_obj,head_child-lemma_obl,head_child-lemma_obl:arg,head_child-lemma_punct,head_child-lemma_xcomp,head_child-pos_ADJ,head_child-pos_ADP,head_child-pos_ADV,head_child-pos_AUX,head_child-pos_CCONJ,head_child-pos_NOUN,head_child-pos_NUM,head_child-pos_PRON,head_child-pos_PROPN,head_child-pos_PUNCT,head_child-pos_SCONJ,head_child-pos_VERB,head_deprel,head_dir,head_form,head_grandhead_deprel,head_head_deprel,head_head_pos,head_idx,head_lemma,head_sibling-deprel-L_advmod,head_sibling-deprel-L_amod,head_sibling-deprel-L_aux,head_sibling-deprel-L_aux:pass,head_sibling-deprel-L_case,head_sibling-deprel-L_det,head_sibling-deprel-L_det:poss,head_sibling-deprel-L_mark,head_sibling-deprel-L_nsubj:pass,head_sibling-deprel-L_obj,head_sibling-deprel-L_obl,head_sibling-deprel-L_obl:agent,head_sibling-deprel-L_punct,head_sibling-deprel-R_advmod,head_sibling-deprel-R_appos,head_sibling-deprel-R_aux:pass,head_sibling-deprel-R_expl:pv,head_sibling-deprel-R_flat,head_sibling-deprel-R_nmod,head_sibling-deprel-R_obj,head_sibling-deprel-R_obl,head_sibling-deprel-R_obl:arg,head_sibling-deprel-R_punct,head_sibling-deprel_advmod,head_sibling-deprel_amod,head_sibling-deprel_appos,head_sibling-deprel_aux,head_sibling-deprel_aux:pass,head_sibling-deprel_case,head_sibling-deprel_det,head_sibling-deprel_det:poss,head_sibling-deprel_expl:pv,head_sibling-deprel_flat,head_sibling-deprel_mark,head_sibling-deprel_nmod,head_sibling-deprel_nsubj:pass,head_sibling-deprel_obj,head_sibling-deprel_obl,head_sibling-deprel_obl:agent,head_sibling-deprel_obl:arg,head_sibling-deprel_punct,head_sibling-feat_amod_Case,head_sibling-feat_aux:pass_VerbForm,head_sibling-feat_det_Case,head_sibling-feat_det_Gender,head_sibling-feat_det_Number,head_sibling-feat_det_PronType,head_sibling-feat_nsubj:pass_Gender,head_sibling-feat_obj_Gender,head_sibling-feat_obj_Person,head_sibling-feat_obl_Case,head_sibling-feat_obl_Gender,head_sibling-lemma_advmod,head_sibling-lemma_amod,head_sibling-lemma_appos,head_sibling-lemma_aux,head_sibling-lemma_aux:pass,head_sibling-lemma_case,head_sibling-lemma_det,head_sibling-lemma_det:poss,head_sibling-lemma_expl:pv,head_sibling-lemma_flat,head_sibling-lemma_mark,head_sibling-lemma_nmod,head_sibling-lemma_nsubj:pass,head_sibling-lemma_obj,head_sibling-lemma_obl,head_sibling-lemma_obl:agent,head_sibling-lemma_obl:arg,head_sibling-lemma_punct,head_sibling-pos_ADJ,head_sibling-pos_ADP,head_sibling-pos_ADV,head_sibling-pos_AUX,head_sibling-pos_DET,head_sibling-pos_NOUN,head_sibling-pos_PRON,head_sibling-pos_PROPN,head_sibling-pos_PUNCT,head_sibling-pos_SCONJ,head_under_acl,head_under_acl:relcl,head_under_advcl,head_under_appos,head_under_ccomp,head_under_compound,head_under_conj,head_under_nmod,head_under_nsubj,head_under_obj,head_under_obl,head_under_xcomp,nsubj_Case,nsubj_Gender,nsubj_Number,nsubj_Person,nsubj_PronType,nsubj_child-deprel_acl:relcl,nsubj_child-deprel_advmod,nsubj_child-deprel_amod,nsubj_child-deprel_appos,nsubj_child-deprel_compound,nsubj_child-deprel_conj,nsubj_child-deprel_det,nsubj_child-deprel_nmod,nsubj_child-deprel_nummod,nsubj_child-deprel_punct,nsubj_child-feat_acl:relcl_VerbForm,nsubj_child-feat_amod_Case,nsubj_child-feat_amod_Gender,nsubj_child-feat_amod_Number,nsubj_child-feat_det_Case,nsubj_child-feat_det_Gender,nsubj_child-feat_det_Number,nsubj_child-feat_det_PronType,nsubj_child-feat_nmod_Number,nsubj_child-lemma_acl:relcl,nsubj_child-lemma_advmod,nsubj_child-lemma_amod,nsubj_child-lemma_appos,nsubj_child-lemma_compound,nsubj_child-lemma_conj,nsubj_child-lemma_det,nsubj_child-lemma_nmod,nsubj_child-lemma_nummod,nsubj_child-lemma_punct,nsubj_child-pos_ADJ,nsubj_child-pos_ADV,nsubj_child-pos_DET,nsubj_child-pos_NOUN,nsubj_child-pos_NUM,nsubj_child-pos_PROPN,nsubj_child-pos_PUNCT,nsubj_child-pos_VERB,nsubj_dir,nsubj_form,nsubj_grandhead_deprel,nsubj_head_deprel,nsubj_idx,nsubj_lemma,nsubj_pos,nsubj_sibling-deprel-L_advmod,nsubj_sibling-deprel-L_aux,nsubj_sibling-deprel-L_cc,nsubj_sibling-deprel-L_mark,nsubj_sibling-deprel-L_obj,nsubj_sibling-deprel-L_obl,nsubj_sibling-deprel-L_obl:arg,nsubj_sibling-deprel-L_punct,nsubj_sibling-deprel-L_xcomp,nsubj_sibling-deprel-R_advcl,nsubj_sibling-deprel-R_advmod,nsubj_sibling-deprel-R_amod,nsubj_sibling-deprel-R_aux,nsubj_sibling-deprel-R_cc,nsubj_sibling-deprel-R_compound:prt,nsubj_sibling-deprel-R_conj,nsubj_sibling-deprel-R_expl:pv,nsubj_sibling-deprel-R_obj,nsubj_sibling-deprel-R_obl,nsubj_sibling-deprel-R_obl:arg,nsubj_sibling-deprel-R_punct,nsubj_sibling-deprel-R_xcomp,nsubj_sibling-deprel_advcl,nsubj_sibling-deprel_advmod,nsubj_sibling-deprel_amod,nsubj_sibling-deprel_aux,nsubj_sibling-deprel_cc,nsubj_sibling-deprel_compound:prt,nsubj_sibling-deprel_conj,nsubj_sibling-deprel_expl:pv,nsubj_sibling-deprel_mark,nsubj_sibling-deprel_obj,nsubj_sibling-deprel_obl,nsubj_sibling-deprel_obl:arg,nsubj_sibling-deprel_punct,nsubj_sibling-deprel_xcomp,nsubj_sibling-feat_advcl_VerbForm,nsubj_sibling-feat_advmod_PronType,nsubj_sibling-feat_aux_Number,nsubj_sibling-feat_aux_Person,nsubj_sibling-feat_aux_Tense,nsubj_sibling-feat_obj_Case,nsubj_sibling-feat_obj_Gender,nsubj_sibling-feat_obj_Number,nsubj_sibling-feat_obj_PronType,nsubj_sibling-feat_obl:arg_Gender,nsubj_sibling-feat_obl_Case,nsubj_sibling-feat_obl_Gender,nsubj_sibling-feat_obl_Number,nsubj_sibling-lemma_advcl,nsubj_sibling-lemma_advmod,nsubj_sibling-lemma_amod,nsubj_sibling-lemma_aux,nsubj_sibling-lemma_cc,nsubj_sibling-lemma_compound:prt,nsubj_sibling-lemma_conj,nsubj_sibling-lemma_expl:pv,nsubj_sibling-lemma_mark,nsubj_sibling-lemma_obj,nsubj_sibling-lemma_obl,nsubj_sibling-lemma_obl:arg,nsubj_sibling-lemma_punct,nsubj_sibling-lemma_xcomp,nsubj_sibling-pos_ADJ,nsubj_sibling-pos_ADP,nsubj_sibling-pos_ADV,nsubj_sibling-pos_AUX,nsubj_sibling-pos_CCONJ,nsubj_sibling-pos_NOUN,nsubj_sibling-pos_NUM,nsubj_sibling-pos_PRON,nsubj_sibling-pos_PROPN,nsubj_sibling-pos_PUNCT,nsubj_sibling-pos_SCONJ,nsubj_sibling-pos_VERB,nsubj_under_acl,nsubj_under_acl:relcl,nsubj_under_advcl,nsubj_under_appos,nsubj_under_ccomp,nsubj_under_compound,nsubj_under_conj,nsubj_under_nmod,nsubj_under_obj,nsubj_under_obl,nsubj_under_xcomp,object_idx,subject_idx,verb_idx
22,26,"['In', 'diesem', 'Gebäude', 'sind', 'heute', 'Schulleitung', 'und', 'Verwaltung', 'untergebracht', ',', 'daneben', 'befinden', 'sich', 'dort', 'das', 'Lehrerzimmer', ',', 'Sprechzimmer', ',', 'Bibliotheken', 'und', 'vier', 'Kursräume', 'für', 'die', 'Oberstufe', '.']",UD_German-GSD,Vs,train-s3384,,Plur,3,Pres,Fin,False,True,False,False,False,False,False,True,False,False,False,False,True,False,,,,,,,,,,,,,,None,daneben,None,None,None,None,None,sich,None,None,None,None,",",None,False,False,True,False,False,True,False,True,False,True,False,False,conj,1.0,befinden,,root,VERB,12,befinden,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,,Fin,,,,,Fem,,,Dat,Neut,heute,None,None,None,sein,None,None,None,None,None,None,None,Schulleitung,None,Gebäude,None,None,.,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Acc,Neut,Sing,,,False,False,False,False,False,True,True,False,False,False,,,,,Acc,Neut,Sing,Art,,None,None,None,None,None,Sprechzimmer,der,None,None,None,False,False,True,True,False,False,False,False,1,Lehrerzimmer,root,conj,16,Lehrerzimmer,NOUN,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,,,,,,,,,,,,,,None,daneben,None,None,None,None,None,sich,None,None,None,None,",",None,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,,,
23,29,"['Manche', 'Spielaktionen', 'müssen', 'in', 'einem', 'Zeitlimit', 'erfolgen', '.']",UD_German-GSD,sV,train-s12450,sv,,,,Inf,False,False,False,True,False,False,False,False,False,False,True,False,True,False,,,Plur,3,Pres,,,,,,Dat,Neut,Sing,None,None,None,müssen,None,None,None,None,None,None,Zeitlimit,None,.,None,False,False,False,True,False,True,False,False,False,True,False,False,root,,erfolgen,,,,7,erfolgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,Fem,Plur,,,False,False,False,False,False,False,True,False,False,False,,,,,Nom,Fem,Plur,Ind,,None,None,None,None,None,None,mancher,None,None,None,False,False,True,False,False,False,False,False,0,Spielaktionen,,root,2,Spielaktion,NOUN,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,,,Plur,3,Pres,,,,,,Dat,Neut,Sing,None,None,None,müssen,None,None,None,None,None,None,Zeitlimit,None,.,None,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,2.0,7.0
24,30,"['Da', 'jeder', 'Bahnhof', 'einen', 'Zugabfertiger', 'hatte', 'und', 'das', 'Abfahrtsignal', 'von', 'dem', 'Fahrersitz', 'erkennbar', 'war', ',', 'konnten', 'die', 'Aus', '-', 'und', 'Einstiegszeiten', 'sehr', 'kurz', 'gehalten', 'werden', '.']",UD_German-GSD,sV,train-s9721,,Sing,3,Past,Fin,False,False,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,Acc,Masc,Sing,,,,,,None,None,None,None,None,None,erkennbar,None,da,Zugabfertiger,None,None,None,None,True,False,False,False,False,True,False,False,False,False,True,False,advcl,0.0,hatte,root,xcomp,ADJ,6,haben,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,Nom,Masc,Sing,,,False,False,False,False,False,False,True,False,False,False,,,,,Nom,Masc,Sing,Tot,,None,None,None,None,None,None,jeder,None,None,None,False,False,True,False,False,False,False,False,0,Bahnhof,xcomp,advcl,3,Bahnhof,NOUN,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,Acc,Masc,Sing,,,,,,None,None,None,None,None,None,erkennbar,None,da,Zugabfertiger,None,None,None,None,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,,,
25,31,"['Für', 'die', 'Nationalmannschaft', 'erzielte', 'er', '29', 'Tore', 'in', '100', 'Länderspielen', '.']",UD_German-GSD,Vs,train-s7525,vso,Sing,3,Past,Fin,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,,,,Acc,Neut,Plur,,,Dat,Neut,Plur,None,None,None,None,None,None,None,None,None,Tor,Nationalmannschaft,None,.,None,False,False,False,False,False,True,False,True,False,True,False,False,root,,erzielte,,,,4,erzielen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,Masc,Sing,3,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,1,er,,root,5,er,PRON,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,,,,Acc,Neut,Plur,,,Dat,Neut,Plur,None,None,None,None,None,None,None,None,None,Tor,Nationalmannschaft,None,.,None,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,5.0,4.0
26,32,"['Die', 'runden', 'Gerölle', 'bestehen', 'zu', 'dem', 'Großteil', 'aus', 'kristallinen', 'Gesteinen', 'wie', 'Granit', ',', 'Gneis', 'und', 'Quarze', '.']",UD_German-GSD,sV,train-s3768,sv,Plur,3,Pres,Fin,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,,,,,,Dat,Neut,Plur,None,None,None,None,None,None,None,None,None,None,Großteil,None,.,None,False,False,False,False,False,True,False,False,False,True,False,False,root,,bestehen,,,,4,bestehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,Masc,Plur,,,False,False,True,False,False,False,True,False,False,False,,Nom,Masc,Plur,Nom,,Plur,Art,,None,None,rund,None,None,None,der,None,None,None,True,False,True,False,False,False,False,False,0,Gerölle,,root,3,Gerölle,NOUN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,,,,,,Dat,Neut,Plur,None,None,None,None,None,None,None,None,None,None,Großteil,None,.,None,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,3.0,4.0
27,34,"['Er', 'studierte', 'schon', 'in', 'dem', 'ersten', 'Semester', 'Kunstgeschichte', 'bei', 'August', 'Liebmann', 'Mayer', 'und', 'Paul', 'Frankl', ',', 'daneben', 'nahm', 'er', 'an', 'Übungen', 'in', 'Germanistik', ',', 'Philosophie', ',', 'Geschichte', ',', 'Griechischer', 'Kunstgeschichte', ',', 'Staats', '-', 'und', 'Staatsrechtslehre', 'sowie', 'Politik', 'teil', '.']",UD_German-GSD,sV,train-s10504,svo,Sing,3,Past,Fin,False,True,False,False,False,False,True,False,False,True,True,False,True,False,,,,,,Acc,Fem,Sing,,,Dat,Masc,Sing,None,schon,None,None,None,None,nehmen,None,None,Kunstgeschichte,Semester,None,.,None,False,False,True,False,False,True,False,True,False,True,False,True,root,,studierte,,,,2,studieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,Masc,Sing,3,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,0,Er,,root,1,er,PRON,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,,,,,,Acc,Fem,Sing,,,Dat,Masc,Sing,None,schon,None,None,None,None,nehmen,None,None,Kunstgeschichte,Semester,None,.,None,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,8.0,1.0,2.0
28,34,"['Er', 'studierte', 'schon', 'in', 'dem', 'ersten', 'Semester', 'Kunstgeschichte', 'bei', 'August', 'Liebmann', 'Mayer', 'und', 'Paul', 'Frankl', ',', 'daneben', 'nahm', 'er', 'an', 'Übungen', 'in', 'Germanistik', ',', 'Philosophie', ',', 'Geschichte', ',', 'Griechischer', 'Kunstgeschichte', ',', 'Staats', '-', 'und', 'Staatsrechtslehre', 'sowie', 'Politik', 'teil', '.']",UD_German-GSD,Vs,train-s10504,svo,Sing,3,Past,Fin,False,True,False,False,False,True,False,False,False,False,True,False,True,False,,,,,,,,,,,Dat,Fem,Sing,None,daneben,None,None,None,teil,None,None,None,None,Übung,None,",",None,False,False,True,False,False,True,False,True,False,True,False,False,conj,1.0,nahm,,root,VERB,18,nehmen,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,,,,,,,,Fem,,Dat,Masc,schon,None,None,None,None,None,None,None,None,None,None,None,None,Kunstgeschichte,Semester,None,None,.,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Nom,Masc,Sing,3,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,1,er,root,conj,19,er,PRON,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,,,,,,,,,,,Dat,Fem,Sing,None,daneben,None,None,None,teil,None,None,None,None,Übung,None,",",None,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8.0,1.0,2.0
29,35,"['Nicole', 'Hilbig', 'arbeitete', 'zuerst', 'als', 'Bühnenbildnerin', 'in', 'Los', 'Angeles', ',', 'bevor', 'sie', 'ihre', 'Karriere', 'bei', 'dem', 'Erotik', '-', 'Wrestling', 'und', 'Tabledance', 'begann', '.']",UD_German-GSD,sV,train-s4836,sv,Sing,3,Past,Fin,False,False,False,False,False,False,False,False,True,True,True,False,True,False,,,,,,Acc,Fem,Sing,,,Dat,Masc,Sing,None,None,None,None,None,None,None,None,bevor,Karriere,Erotik,None,",",None,False,False,False,False,False,True,False,True,True,True,True,False,advcl,1.0,begann,,root,VERB,22,beginnen,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,,,,,,,,,Dat,Neut,zuerst,None,None,None,None,None,None,None,None,None,None,None,None,None,Bühnenbildnerin,None,None,.,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Nom,Fem,Sing,3,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,0,sie,root,advcl,12,sie,PRON,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,,,,,,Acc,Fem,Sing,,,Dat,Masc,Sing,None,None,None,None,None,None,None,None,bevor,Karriere,Erotik,None,",",None,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,,1.0,3.0
30,36,"['So', 'eben', 'war', 'ich', 'das', 'erste', 'mal', 'in', 'der', 'Praxis', 'bei', 'Frau', 'Doktor', 'Luger', '.']",UD_German-GSD,Vs,dev-s216,vs,Sing,1,Past,Fin,False,True,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,,,,,,Dat,Fem,Sing,None,eben,None,None,None,None,None,None,None,None,mal,None,.,None,False,False,True,False,False,True,False,True,False,True,False,False,root,,war,,,,3,sein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,,Sing,1,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,1,ich,,root,4,ich,PRON,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,,,,,,Dat,Fem,Sing,None,eben,None,None,None,None,None,None,None,None,mal,None,.,None,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,4.0,3.0
31,37,"['Mehrere', 'große', 'Gesellschaften', 'heben', 'zu', 'dem', 'Jahreswechsel', 'die', 'Beiträge', 'in', 'den', 'Vollkosten', '-', 'Tarifen', 'an', '--', 'allerdings', 'etwas', 'moderater', 'als', 'in', 'der', 'Vergangenheit', '.']",UD_German-GSD,sV,test-s425,svo,Plur,3,Pres,Fin,False,False,True,False,True,True,False,False,False,True,True,False,True,False,,,,,,Acc,Masc,Plur,,,Dat,Masc,Sing,None,None,moderat,None,allerdings,an,None,None,None,Beitrag,Jahreswechsel,None,--,None,True,True,False,False,True,True,False,False,False,True,False,False,root,,heben,,,,4,heben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,Fem,Plur,,,False,False,True,False,False,False,False,False,False,False,,Nom,Fem,Plur,,,,,,None,None,groß,None,None,None,None,None,None,None,True,False,False,False,False,False,False,False,0,Gesellschaften,,root,3,Gesellschaft,NOUN,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,,,,,,Acc,Masc,Plur,,,Dat,Masc,Sing,None,None,moderat,None,allerdings,an,None,None,None,Beitrag,Jahreswechsel,None,--,None,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0,3.0,4.0
32,38,"['Ich', 'versuchte', ',', 'Sie', 'darüber', 'aufzuklären', ',', 'dass', 'ich', 'keine', 'Kontaktlinsenberatung', 'wünschte', ',', 'sondern', 'eine', 'Untersuchung', 'meiner', 'Augen', 'auf', 'Gegenanzeigen', ',', 'Hinderungsgründe', 'und', 'evtl', '.', 'bereits', 'aufgetretene', 'Schäden', '.']",UD_German-GSD,sV,train-s110,sv,Sing,1,Past,Fin,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,.,aufklären,False,False,False,False,False,False,False,True,False,True,False,True,root,,versuchte,,,,2,versuchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,,Sing,1,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,0,Ich,,root,1,ich,PRON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,.,aufklären,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,1.0,2.0
33,38,"['Ich', 'versuchte', ',', 'Sie', 'darüber', 'aufzuklären', ',', 'dass', 'ich', 'keine', 'Kontaktlinsenberatung', 'wünschte', ',', 'sondern', 'eine', 'Untersuchung', 'meiner', 'Augen', 'auf', 'Gegenanzeigen', ',', 'Hinderungsgründe', 'und', 'evtl', '.', 'bereits', 'aufgetretene', 'Schäden', '.']",UD_German-GSD,sV,train-s110,sv,Sing,1,Past,Fin,False,False,False,False,False,False,True,False,True,True,False,False,True,False,,,,,,Acc,Fem,Sing,,,,,,None,None,None,None,None,None,Untersuchung,None,dass,Kontaktlinsenberatung,None,None,",",None,False,False,False,False,False,True,False,True,False,True,True,False,ccomp,1.0,wünschte,root,xcomp,VERB,12,wünschen,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,,,,,,,,2,,,darüber,None,None,None,None,None,None,None,None,None,None,None,None,Sie,None,None,None,",",False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,Nom,,Sing,1,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,0,ich,xcomp,ccomp,9,ich,PRON,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,,,,,,Acc,Fem,Sing,,,,,,None,None,None,None,None,None,Untersuchung,None,dass,Kontaktlinsenberatung,None,None,",",None,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,,1.0,2.0
34,40,"['Allerdings', 'kam', 'ich', 'auch', 'mit', 'einem', 'von', 'einer', 'Katze', 'gebissenem', 'Nymphensittich', 'zu', 'ihm', '.']",UD_German-GSD,Vs,dev-s157,vs,Sing,1,Past,Fin,False,True,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,,,,,,Dat,Masc,Sing,None,allerdings,None,None,None,None,None,None,None,None,Nymphensittich,None,.,None,False,False,True,False,False,True,False,True,False,True,False,False,root,,kam,,,,2,kommen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,,Sing,1,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,1,ich,,root,3,ich,PRON,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,,,,,,Dat,Masc,Sing,None,allerdings,None,None,None,None,None,None,None,None,Nymphensittich,None,.,None,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,3.0,2.0
